name,address
수약국,"서울특별시 종로구 종로 33, 지하1층 B104호 (청진동, 그랑서울)"
무지개온누리약국,"서울특별시 노원구 화랑로 325, (월계동)"
상계누리약국,"서울특별시 노원구 동일로 1678, (상계동)"
참약사 우리가족약국,"서울특별시 강북구 삼양로 258, 지1층 (미아동)"
미소약국,"서울특별시 노원구 상계로10길 12, 1층 (상계동)"
정성약국,"서울특별시 동작구 여의대방로 250, 2층 201호 (대방동, 대림상가)"
비타민약국,"서울특별시 관악구 남부순환로 1933, 101호 (봉천동)"
건강과행복이열리는약국,"서울특별시 서초구 서초대로 307, (서초동)"
동의온누리약국,"서울특별시 강남구 논현로64길 22, 형인빌딩 101호 (역삼동)"
수약국,"서울특별시 양천구 중앙로 247, 1층 (신정동)"
이든약국,"서울특별시 금천구 서부샛길 606, 125호 (가산동, 대성디폴리스)"
방학365약국,"서울특별시 도봉구 도봉로150길 27, 1층 101-1호 (방학동)"
대운약국,"서울특별시 영등포구 당산로 142, 1층 (당산동3가)"
튼튼온누리약국,"서울특별시 노원구 수락산로 232, 미네르바빌딩 102호 (상계동)"
국제약국,"서울특별시 강서구 방화동로 40, A동 1층 좌측호 (공항동)"
사당건강약국,"서울특별시 동작구 남부순환로 2089, 사당역(2호선) 지하1층 226-113호 (사당동)"
일층약국,"서울특별시 강남구 남부순환로 2909, 여천빌딩 1층 일부호 (대치동)"
제일그랜드약국,"서울특별시 강남구 강남대로 478, 제우빌딩 1층 (논현동)"
메디약국,"서울특별시 동대문구 회기로 173, 1층 (회기동)"
바다의별약국,"서울특별시 동작구 상도로 168, 1층 (상도동)"
가야온누리약국,"서울특별시 도봉구 노해로65길 17-9, 102,103호 (창동, 삼원프라자)"
연세프라자약국,"서울특별시 마포구 서강로 97, 1층 (창전동, 삼성아파트상가)"
신평화약국,"서울특별시 중구 청계천로 298, 1층 가9호 (신당동, 신평화상가)"
새싹약국,"서울특별시 동작구 장승배기로 34, 1층 101호 (상도동)"
논현사랑약국,"서울특별시 강남구 학동로 313, 1층 일부호 (논현동)"
구산이화약국,"서울특별시 은평구 서오릉로 217-5, (구산동)"
인혜약국,"서울특별시 마포구 만리재로 15, 310,311호 (공덕동, 제일빌딩)"
모래내백화점약국,"서울특별시 서대문구 수색로 38, 1층 (남가좌동)"
세진약국,"서울특별시 구로구 개봉로 63, (개봉동)"
대중약국,"서울특별시 성동구 왕십리로 379, (하왕십리동)"
새성심약국,"서울특별시 영등포구 양평로 102, (양평동4가)"
성모약국,"서울특별시 강서구 화곡로 313, (화곡동)"
연세스타약국,"서울특별시 은평구 연서로 183-12, (갈현동)"
다나약국,"서울특별시 노원구 석계로 95, (월계동)"
세영약국,"서울특별시 관악구 남부순환로 1479, (신림동)"
반석온누리약국,"서울특별시 관악구 관악로 195, A동 308호 (봉천동, 관악위버폴리스)"
신수정약국,"서울특별시 성동구 성덕정길 149, (성수동2가)"
신정하나약국,"서울특별시 양천구 신목로 33, 1층 (신정동)"
먹골온누리약국,"서울특별시 중랑구 공릉로 59, 1층 (묵동)"
우성약국,"서울특별시 강서구 수명로 80, 베스트프라자빌딩 102호 (내발산동)"
바른온누리약국,"서울특별시 성북구 화랑로 76, 112-1호 (하월곡동, 코업스타클래스)"
소라약국,"서울특별시 광진구 면목로 117, 1층 102호 (중곡동, 바론채)"
기쁨약국,"서울특별시 서초구 효령로 396, 1층 (서초동)"
브라운스톤약국,"서울특별시 서초구 서초대로 334, 1층 105호 (서초동, 브라운스톤)"
정온누리약국,"서울특별시 송파구 백제고분로 210, (삼전동)"
세계약국,"서울특별시 용산구 원효로 171, (원효로2가)"
수서이약국,"서울특별시 강남구 광평로 280, 로즈데일빌딩 1층 104호 (수서동)"
송이약국,"서울특별시 종로구 종로 19, 르메이에르종로타운1 2층 206-1호 (종로1가)"
시그니처약국,"서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 지하1층 (신천동)"
호두온누리약국,"서울특별시 서초구 남부순환로 2449, 삼원빌딩 1층 (서초동)"
청춘약국,"서울특별시 관악구 남부순환로 1644, (신림동)"
3층엠코약국,"서울특별시 중랑구 망우로 353, C동 309호 (상봉동, 현대엠코이노시티)"
우약국,"서울특별시 노원구 섬밭로 209, 109호 (하계동, 벽산상가)"
조아약국,"서울특별시 은평구 응암로 223, (응암동)"
굿모닝약국,"서울특별시 관악구 신림로 272, 101-2호 (신림동, 대원빌딩)"
애오개약국,"서울특별시 마포구 마포대로 204, 103호 (아현동, 마포에스케이허브)"
보라매조은약국,"서울특별시 동작구 보라매로5길 23, 지하122호 (신대방동, 삼성보라매옴니타워)"
크게열린약국,"서울특별시 송파구 강동대로 59-3, (풍납동)"
해오름온누리약국,"서울특별시 은평구 응암로 215, 103호 (응암동, 명남더블레스아파트2차)"
장수메디컬약국,"서울특별시 노원구 동일로 1077, 1층 (공릉동, 스테이션빌딩)"
용산매일여는약국,"서울특별시 용산구 서빙고로 17, A몰동 2층 2073-1호 (한강로3가)"
스마일약국,"서울특별시 영등포구 당산로 57, THE Style 1층 101호 (문래동3가)"
길동일번약국,"서울특별시 강동구 양재대로 1477, 삼환빌딩 1층 2호 (길동)"
엘리트약국,"서울특별시 서대문구 신촌로 99, 5층 (창천동, 엘리트빌딩)"
건강한약국,"서울특별시 은평구 진관2로 57, B105호 (진관동, 은평뉴타운우물골)"
사랑약국,"서울특별시 노원구 노해로 482, 4층 (상계동, 덕영빌딩)"
동일약국,"서울특별시 양천구 월정로 139-1, (신월동)"
행복한약국,"서울특별시 광진구 자양로15길 27, 1층 (자양동)"
소망온누리약국,"서울특별시 양천구 지양로 68, (신월동)"
지안약국,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 4층 OV3-1호 (행당동)"
레스큐약국,"서울특별시 양천구 목동서로 49, (목동)"
신목약국,"서울특별시 양천구 목동중앙로 85, 지하1층 104호 (목동)"
롯데온누리약국,"서울특별시 동대문구 왕산로 200, 518호 (전농동)"
양재미소약국,"서울특별시 강남구 강남대로 238, 1층 101호 (도곡동)"
아이약국,"서울특별시 중구 명동8가길 20, 1,2층 (충무로2가)"
튼튼약국,"서울특별시 마포구 대흥로24길 24, A동 B2층 203호 (염리동)"
나무약국,"서울특별시 송파구 중대로 24, 상가 1동 1층 111-1호 (문정동, 올림픽훼밀리타운)"
호호약국,"서울특별시 성북구 동소문로 63, 드림트리빌딩 1층 (동소문동4가)"
연신내약국,"서울특별시 은평구 연서로 230, 1층 (대조동)"
은혜약국,"서울특별시 송파구 백제고분로39길 10-20, 101호 (석촌동)"
소망약국,"서울특별시 강북구 한천로 1088, 1층 (수유동, 현진빌딩)"
레이첼약국,"서울특별시 강남구 강남대로 470, 808타워 5층 502호 (역삼동)"
행복약국,"서울특별시 마포구 연희로 5, 지하1층 (동교동)"
노원약국,"서울특별시 노원구 노해로 501, 노원빌딩 1층 103호 (상계동)"
우인약국,"서울특별시 성동구 왕십리로 339, (하왕십리동)"
하나메디칼약국,"서울특별시 강서구 금낭화로 91-2, 105호 (방화동, 대승프라자)"
우리팜약국,"서울특별시 강서구 강서로 27, 1층 106호 (화곡동)"
4.19약국,"서울특별시 강북구 삼양로 497, 씨엘빌딩 1층 102호 (수유동)"
굿모닝약국,"서울특별시 양천구 남부순환로72길 20, (신월동)"
송파우리약국,"서울특별시 송파구 토성로 65, (풍납동, 태양상가 108호)"
기쁨약국,"서울특별시 마포구 월드컵로 82, 1층 (서교동, 소단빌딩)"
타워4층약국,"서울특별시 양천구 목동동로 293, 현대41타워 4층 412호 (목동)"
타조약국,"서울특별시 강남구 삼성로 707, 1층 (청담동, 청담빌딩)"
서울프라자약국,"서울특별시 강서구 양천로 683, 1층 101호 (염창동)"
새난곡약국,"서울특별시 관악구 난곡로 210, 2층 (신림동)"
오렌지약국,"서울특별시 서초구 서운로 6, 코날빌딩 104호 (서초동)"
삼성중앙약국,"서울특별시 강남구 봉은사로 465, 1층 103호 (삼성동)"
더바른약국,"서울특별시 은평구 응암로 331, 두성빌딩 102호 (응암동)"
평화약국,"서울특별시 중구 남대문시장길 21, 1층 (남대문로4가)"
대림당약국,"서울특별시 성북구 동소문로 231, 1층 (길음동)"
이화약국,"서울특별시 노원구 한글비석로 384, 319호 (중계동, 대호프라자)"
행운약국,"서울특별시 강남구 논현로 836, 삼신빌딩 1층 102호 (신사동)"
래미안나나약국,"서울특별시 구로구 디지털로31길 86, (구로동, 삼성래미안아파트)"
이층약국,"서울특별시 마포구 마포대로 143, 210호 (공덕동, 마포공덕파크팰리스II)"
나약국,"서울특별시 성북구 장위로15길 1, 1층 (장위동)"
미리암약국,"서울특별시 강동구 동남로81길 100, (고덕동)"
진약국,"서울특별시 마포구 토정로 222, 203호 (신수동, 한국출판협동조합)"
고운마음약국,"서울특별시 강서구 양천로 500, 등촌동노블리움오피스텔 115호 (등촌동)"
우리보강약국,"서울특별시 동대문구 약령시로 133, 1층 (청량리동)"
으뜸약국,"서울특별시 송파구 충민로2길 24, 리더스프라자 103호 (장지동)"
파인루체이층약국,"서울특별시 영등포구 여의대방로69길 19, 힐스에비뉴상가 2층 209호 (여의도동)"
오렌지약국,"서울특별시 송파구 송파대로 380, (송파동)"
위드팜수약국,"서울특별시 서초구 사평대로 205, 4,5층 BP4-1A호 (반포동, CENTRALCITY반포천 복개주차장)"
현대온누리약국,"서울특별시 종로구 율곡로 75, 지하1층 (계동)"
명약국,"서울특별시 금천구 시흥대로 473, (독산동)"
건강한약국,"서울특별시 용산구 효창원로93길 2, (청파동2가)"
웰니스약국,"서울특별시 강남구 압구정로 443, 이유덕 부티크 지하1층 (청담동)"
구로종로약국,"서울특별시 구로구 경인로 193, (오류동)"
웰그린약국,"서울특별시 강남구 선릉로 311, 1층 103호 (역삼동)"
대림약국,"서울특별시 구로구 신도림로 16, 주상가동 209호 (신도림동, 대림2차)"
계산온누리약국,"서울특별시 성북구 동소문로20길 43-4, 1층 (동선동1가)"
마곡새봄약국,"서울특별시 강서구 강서로 463, 새싹타워 1층 (마곡동)"
박선영약국,"서울특별시 강동구 고덕로 254, 이화빌딩 (명일동)"
광진365플러스약국,"서울특별시 광진구 천호대로 566, 동우빌딩 1층 (능동)"
그린약국,"서울특별시 은평구 진흥로 103, 기린빌딩 3층 303호 (역촌동)"
올리브약국,"서울특별시 동대문구 장한로 124, 1층 (장안동)"
온누리미소약국,"서울특별시 마포구 월드컵로 29, 지하2층 (합정동, JH빌딩)"
하나약국,"서울특별시 구로구 구로동로 179, (구로동)"
인애약국,"서울특별시 동대문구 휘경로 60, 101동 상가동 104호 (휘경동, 휘경SK VIEW 아파트)"
한사랑약국,"서울특별시 금천구 시흥대로63길 64, 1층 (시흥동)"
주차편한약국,"서울특별시 은평구 통일로 1030, 은평헤스티아 지하1층 103,104호 (진관동)"
모드니약국,"서울특별시 중구 서소문로 116, 유원빌딩 지하1층 (서소문동)"
손약국,"서울특별시 중랑구 중랑역로 62, 1층 (중화동)"
트리지움자연약국,"서울특별시 송파구 석촌호수로 61, 트리지움 5층 514-2호 (잠실동)"
마곡드림약국,"서울특별시 강서구 마곡중앙5로 2, 마곡나루역(9호선) 임대상가 3번호 (마곡동)"
대림약국,"서울특별시 관악구 낙성대로 22, (봉천동)"
종로1층엔약국,"서울특별시 종로구 종로 33, 그랑서울 1층 107호 (청진동)"
온누리강변프라자약국,"서울특별시 광진구 광나루로56길 63, 프라임프라자 107~109호 (구의동)"
큰길약국,"서울특별시 강남구 강남대로 370, 지하1층 (역삼동)"
금강온누리약국,"서울특별시 영등포구 영중로 8, 1층 (영등포동3가)"
팜프라자약국,"서울특별시 관악구 신림로 150, (신림동)"
세연약국,"서울특별시 서대문구 연세로 50, 1층 (신촌동, 연대동문회관)"
건강약국,"서울특별시 노원구 화랑로 463, (공릉동)"
중앙메디칼약국,"서울특별시 노원구 공릉로46길 23, 203호 (공릉동, 한보상가)"
온누리건강약국,"서울특별시 금천구 시흥대로 232, (시흥동)"
새서울약국,"서울특별시 영등포구 영등포로86길 14-1, (신길동)"
오아시스약국,"서울특별시 동작구 양녕로 287, B301호 (상도동, 대우유로카운티)"
하하약국,"서울특별시 광진구 능동로 295, ES빌딩 1층 101호 (군자동)"
종로모범약국,"서울특별시 노원구 덕릉로 730, 107호 (상계동)"
상도시장약국,"서울특별시 동작구 상도로22길 46, (상도동)"
석사민주약국,"서울특별시 노원구 한글비석로 253, 2층 205호 (중계동)"
현약국,"서울특별시 광진구 광나루로 508, (구의동)"
바른약국,"서울특별시 관악구 남부순환로 1714-1, 1층 (봉천동)"
송파태양약국,"서울특별시 송파구 백제고분로48길 22, (방이동)"
종로밝은약국,"서울특별시 종로구 종로 261, 1층 (종로6가)"
후문한일약국,"서울특별시 도봉구 노해로40길 72, (쌍문동, 쌍문한양아파트)"
미소약국,"서울특별시 마포구 마포대로 68, 608호 (도화동, 마포아크로타워)"
신대흥약국,"서울특별시 영등포구 영등포로 157, (당산동1가)"
서초미소약국,"서울특별시 서초구 서초중앙로 230, 408호 (반포동)"
메디홈약국,"서울특별시 동작구 상도로 174, (상도동, 동서남북빌딩)"
타워약국,"서울특별시 중구 퇴계로 447, B동 318호 (황학동,황학아크로타워)"
새삼성약국,"서울특별시 중구 남대문로 16-1, (남대문로4가)"
조이약국,"서울특별시 강동구 천호대로 1006, F동 306호 (성내동, 브라운스톤천호)"
강동보건약국,"서울특별시 강동구 성내로 40, (성내동)"
아름다운약국,"서울특별시 마포구 마포대로24길 56, 1층 (아현동, 보령빌딩)"
명동중앙약국,"서울특별시 중구 명동8나길 49, (충무로1가)"
기쁜샘약국,"서울특별시 강동구 천호대로 1163, (길동)"
연두약국,"서울특별시 강남구 압구정로 113, 106호 (압구정동, 미성아파트)"
레몬약국,"서울특별시 서대문구 통일로 510, 상가동 지2층 107호 (홍은동, 북한산 더샵)"
강동솔약국,"서울특별시 강동구 양재대로 1473, 희헌타워 1층 (길동)"
에이스약국,"서울특별시 구로구 디지털로 285, 104호 (구로동, 에이스트윈타워1차)"
365샘약국,"서울특별시 강서구 양천로 424, 가양역 데시앙플렉스 지식산업센터 131호 (등촌동)"
새빛약국,"서울특별시 서초구 반포대로 291, 2층 206호 (반포동)"
가까운현대약국,"서울특별시 강북구 한천로132길 28, (번동)"
푸른약국,"서울특별시 용산구 후암로 41, 1층 (후암동)"
행복온누리약국,"서울특별시 강남구 개포로 231, 1층 일부호 (개포동, 반석빌딩)"
송파그랜드약국,"서울특별시 송파구 문정로4길 14, 1층 (문정동)"
아름다운약국,"서울특별시 강동구 양재대로 1488, 4층 (길동)"
휴베이스봄약국,"서울특별시 강동구 성안로 163, 102호 (천호동)"
금호프라자약국,"서울특별시 성동구 독서당로 302, 1층 (금호동4가)"
아현중앙약국,"서울특별시 마포구 마포대로 231, 상가102동 B103호 (아현동, 마포 푸르지오 더 센트럴)"
이약국,"서울특별시 마포구 월드컵로3길 14, 309호 (합정동, 마포 한강 2차 푸르지오)"
신한약국,"서울특별시 강남구 도곡로 515, 2층 일부호 (대치동)"
치료의빛예은약국,"서울특별시 광진구 동일로 74, 1층 102호 (자양동)"
한결약국,"서울특별시 노원구 노해로 494, 207호 (상계동, 고려빌딩)"
신풍역4번출구약국,"서울특별시 영등포구 신풍로 23, 1층 102호 (신길동)"
제일약국,"서울특별시 영등포구 신길로 141, 지하층 2호 (신길동)"
사랑의약국,"서울특별시 서초구 신반포로 165, 2동 1층 1-2호 (잠원동, 반포쇼핑타운)"
봄약국,"서울특별시 노원구 동일로 1392, 1층 (상계동)"
정동길권약국,"서울특별시 중구 새문안로 32, 동양빌딩 1층 (충정로1가)"
종로프라자약국,"서울특별시 용산구 한강대로23길 55, (한강로3가, 이마트내)"
위드팜대학약국,"서울특별시 노원구 한글비석로 56, 1층 10호 (하계동, 미성아파트상가)"
다솜약국,"서울특별시 강남구 도곡로 205, 1층 (역삼동, 원경빌딩)"
행복나무약국,"서울특별시 강동구 천호대로157길 54, 1층 (천호동)"
은성온누리약국,"서울특별시 관악구 신림로 210, (신림동)"
참조은약국,"서울특별시 관악구 남부순환로 1814, 대연빌딩 1층 (봉천동)"
월계프라자약국,"서울특별시 노원구 초안산로5길 12, 110호 (월계동, 월계프라자)"
라라온누리약국,"서울특별시 도봉구 삼양로 602, 1층 106호 (쌍문동, 에드가쌍문)"
태평양약국,"서울특별시 마포구 홍익로 1, 1층 (서교동)"
시민당약국,"서울특별시 강동구 양재대로 1479, (길동)"
라인약국,"서울특별시 강남구 언주로 563, 원에디션강남 B111호 (역삼동)"
석관약국,"서울특별시 성북구 돌곶이로 57, 1층 (석관동)"
대학온누리약국,"서울특별시 광진구 군자로 70, 동일흥업주식회사 제나동 104호 (군자동)"
청약국,"서울특별시 서초구 전원말안1길 2, 101호 (방배동)"
하나로약국,"서울특별시 강서구 양천로 677, 1층 (염창동, 염창하이츠빌딩)"
휴베이스 웃는 약국,"서울특별시 강남구 봉은사로 220, 1층 (역삼동)"
정문약국,"서울특별시 서대문구 연세로 41, (창천동)"
신도약국,"서울특별시 동대문구 고산자로 534, 103호 (제기동, 한신아파트 상가동)"
튼튼약국,"서울특별시 영등포구 경인로 846, 영등포 민자역사 백화점동 지하1층 (영등포동)"
지영약국,"서울특별시 강북구 삼양로 423, (수유동)"
늘푸른약국,"서울특별시 도봉구 도봉로163길 7, (도봉동)"
시민약국,"서울특별시 금천구 독산로 139, 1층 (시흥동)"
금성약국,"서울특별시 동작구 사당로16길 68, 지하1층 (사당동)"
대교약국,"서울특별시 영등포구 여의대방로 383, (여의도동)"
제이약국,"서울특별시 구로구 디지털로34길 55, 코오롱싸이언스밸리2차 2층 214-1호 (구로동)"
옵티마하나약국,"서울특별시 송파구 올림픽로51길 30, (풍납동, 대아(아)상가 1층14호)"
예인약국,"서울특별시 양천구 지양로 82, (신월동)"
새보은약국,"서울특별시 도봉구 삼양로154길 42, (쌍문동)"
타워약국,"서울특별시 중랑구 봉화산로 194, 710호 (신내동, 신아타운)"
구의사랑약국,"서울특별시 광진구 광나루로 542, 1층 (구의동)"
약수호랑이약국,"서울특별시 중구 동호로 179, 1층 (신당동)"
보현약국,"서울특별시 양천구 목동중앙남로4길 9, (목동)"
신촌숲약국,"서울특별시 마포구 광성로 17, 상가동 지1층 114호 (신수동, 신촌숲아이파크)"
강일역1번출구약국,"서울특별시 강동구 고덕로 433, 1층 (강일동)"
바로약국,"서울특별시 양천구 목동동로8길 23, 메리트윈 106호 (신정동)"
보배종로약국,"서울특별시 종로구 종로 226-1, 1층 (종로5가)"
한신약국,"서울특별시 동대문구 제기로 75, 1층 (청량리동)"
어울림온누리약국,"서울특별시 성동구 한림말1길 16, 1층 (옥수동)"
이층성장약국,"서울특별시 용산구 이촌로 224, 210-1, 209, 217호 (이촌동, 한강쇼핑센터)"
상아약국,"서울특별시 강북구 도봉로 143, 광명빌딩 1층 (미아동)"
중계수암약국,"서울특별시 노원구 덕릉로 694, 1층 (중계동)"
프리모약국,"서울특별시 강남구 강남대로 240, 314호일부호 (도곡동, 양재SK허브프리모상가)"
용한약국,"서울특별시 강서구 허준로 47, 상가동 105호 (가양동, 가양2단지아파트)"
관악소망약국,"서울특별시 관악구 남부순환로 1838, 2층 (봉천동)"
유쾌한약국,"서울특별시 관악구 난곡로 217, 1층 (신림동)"
팜어스약국,"서울특별시 구로구 구로동로26길 8, 기산빅프라자 4층 402호 (구로동)"
플러스약국,"서울특별시 종로구 종로 78, 1층 (종로2가, 미려빌딩)"
소망이 샘솟는 느티나무 한약국,"서울특별시 양천구 중앙로36길 15, 상가1동 107호 (신정동, 목동힐스테이트)"
아이사랑약국,"서울특별시 중랑구 용마산로 309, 지층 (면목동)"
건민약국,"서울특별시 노원구 동일로191길 23, 1층 (공릉동)"
주차장바로약국,"서울특별시 구로구 가마산로 220, (구로동, 동성빌딩)"
한마음약국,"서울특별시 강서구 등촌로 147, 1층 (등촌동, 유석빌딩)"
바른약국,"서울특별시 노원구 동일로 1028, 한의학명가 1층 106호 (공릉동)"
행복한온누리약국,"서울특별시 강서구 수명로 82, 102호 (내발산동, 발산로얄타워)"
시원약국,"서울특별시 강북구 오패산로 413, 1층 (번동, 미니스톱)"
유림약국,"서울특별시 영등포구 양평로 95-1, (양평동4가)"
가나안약국,"서울특별시 성북구 고려대로13길 8, 1층 (안암동2가)"
365열린약국,"서울특별시 강남구 삼성로 14, 2층 216-2호 (개포동, 개포자이 프레지던스)"
렉슬3층사랑약국,"서울특별시 강남구 선릉로 225, 313호 (도곡동, 도곡렉슬상가)"
동남약국,"서울특별시 종로구 종로 124, (종로3가)"
서대문약국,"서울특별시 서대문구 통일로 177, 1층 (옥천동)"
대우약국,"서울특별시 구로구 천왕로 106, 골드프라자 1층 104호 (천왕동)"
서울열린약국,"서울특별시 강서구 가로공원로76가길 2, 1층 (화곡동)"
은하약국,"서울특별시 구로구 개봉로 68, 1층 (개봉동)"
토마스온누리약국,"서울특별시 금천구 시흥대로112길 6, (독산동)"
더플러스약국,"서울특별시 송파구 백제고분로 252, SH타워 1층 103호 (삼전동)"
봉화약국,"서울특별시 광진구 긴고랑로 31, (중곡동)"
바름약국,"서울특별시 동작구 흑석로 101, 1층 (흑석동)"
행복온누리약국,"서울특별시 성북구 고려대로 88, 1층 (안암동5가)"
아름다운온누리약국,"서울특별시 노원구 동일로 1370, 1층 (상계동)"
한솔약국,"서울특별시 양천구 목동동로 63, 109호 (신정동, 대영프라자)"
면목녹색약국,"서울특별시 중랑구 사가정로49길 48, (면목동)"
역삼다인약국,"서울특별시 강남구 논현로 521-3, 1층 (역삼동)"
메디팜동진약국,"서울특별시 구로구 도림로 75, 1층 (구로동)"
정민약국,"서울특별시 강남구 영동대로138길 6, 1층 (청담동)"
서초온누리약국,"서울특별시 서초구 서초대로 310, 지하1층 (서초동, 소망빌딩)"
성가약국,"서울특별시 금천구 독산로106길 32, (독산동)"
우리네약국,"서울특별시 중구 동호로10길 30, 103호,104호 (신당동, 약수하이츠 상가동)"
양재메디칼약국,"서울특별시 서초구 동산로 64, (양재동)"
2층소망약국,"서울특별시 양천구 월정로 50, 209호 (신월동, 청솔아파트)"
엘림온누리약국,"서울특별시 성북구 화랑로 210-6, 신동아파밀리에상가 1층 101호 (석관동)"
브라이튼약국,"서울특별시 영등포구 국제금융로 39, 3층 305호 (여의도동, 브라이튼 여의도)"
청재약국,"서울특별시 성동구 뚝섬로3길 13, 청재오피스텔 1층 (성수동1가)"
가장큰태평양약국,"서울특별시 용산구 대사관로 52, 1층 (한남동)"
일번지약국,"서울특별시 강남구 강남대로84길 23, 1층 106호 (역삼동)"
위드팜잠실나루역약국,"서울특별시 송파구 송파대로 624, (신천동, 잠실나루역구내 제215-08호)"
기린온누리약국,"서울특별시 성북구 보국문로 33, 106호 (정릉동)"
대한약국,"서울특별시 성동구 동호로 100, 511호 (금호동3가)"
365서초메트로약국,"서울특별시 서초구 서초대로 233, 서초역 지하1층 106호 (서초동)"
바로나한약국,"서울특별시 강북구 삼각산로 140, 1층 (수유동)"
굿모닝약국,"서울특별시 강동구 풍성로 178, 1층 (성내동)"
천지인약국,"서울특별시 양천구 중앙로 282, (신정동, 에이스빌딩)"
망원 올리브약국,"서울특별시 마포구 월드컵로 74, 원천빌딩 1층일부(전면 오른쪽) (서교동)"
천사약국,"서울특별시 서대문구 신촌로 89, (창천동)"
365송파고은약국,"서울특별시 송파구 오금로 95, 국제빌딩 1층 (방이동)"
새내역약국,"서울특별시 송파구 올림픽로 140, 잠실새내역 217-103호 (잠실동)"
베스트약국,"서울특별시 강서구 등촌로 15, 105호 (화곡동)"
예진약국,"서울특별시 마포구 월드컵북로 402, 321호 (상암동, KGIT센터)"
은혜온누리약국,"서울특별시 강남구 남부순환로 2912, 117호, 118호 (대치동, 우성아파트상가)"
오공오약국,"서울특별시 구로구 구로동로42길 58, 1층 (구로동)"
프라자사랑약국,"서울특별시 광진구 능동로 315, DM빌딩 1층 (중곡동)"
솔약국,"서울특별시 중랑구 용마산로 670, A234호 (망우동, 신내역 프라디움 더 테라스)"
1층메디컬약국,"서울특별시 금천구 시흥대로 214, 비즈메드빌딩 1층 102호 (시흥동)"
홍대어울림약국,"서울특별시 마포구 어울마당로 128, 1층 (서교동)"
방이코끼리약국,"서울특별시 송파구 마천로 53, 2층 (오금동)"
자양종로약국,"서울특별시 광진구 뚝섬로23길 29, 1층 (자양동)"
좋은약국,"서울특별시 양천구 남부순환로59길 2, 1층 (신월동)"
참한약국,"서울특별시 송파구 충민로 52, (문정동, 가든5웍스 BF1086)"
오렌지약국,"서울특별시 동작구 양녕로 268, 진영빌딩 1층 (상도1동)"
365백화점온누리약국,"서울특별시 은평구 연서로 257, 1층 (불광동)"
당근온누리약국,"서울특별시 광진구 능동로 261, 1층 102호 (군자동)"
정약국,"서울특별시 구로구 개봉로 57-1, 1층 (개봉동)"
구민약국,"서울특별시 영등포구 당산로 142-1, (당산동3가)"
정약국,"서울특별시 강남구 봉은사로 331, 지하1층 일부호 (논현동)"
수려한약국,"서울특별시 마포구 월드컵북로 137, 1층 2호 (성산동, 씨에스타워)"
여름약국,"서울특별시 동대문구 왕산로 60-1, 1층 102호 (용두동)"
믿음메디칼약국,"서울특별시 은평구 응암로 213, (응암동)"
건강을그리는약국,"서울특별시 송파구 송파대로 373-9, 1층 101호 (석촌동)"
메디팜서울약국,"서울특별시 양천구 목동동로 59, 104호 (신정동, 로얄프라자)"
미아팜약국,"서울특별시 강북구 도봉로 65, 1층 (미아동)"
한가족약국,"서울특별시 강남구 남부순환로 2927, 대치 클래시아 1층 133호 (대치동)"
수유파랑새약국,"서울특별시 강북구 삼양로123길 6-8, 1층 (수유동)"
잠실365약국,"서울특별시 송파구 올림픽로 240, 롯데월드 잠실지하광장 지하도상가 8-2호 (잠실동)"
상계종로약국,"서울특별시 노원구 한글비석로 363, 1층 (중계동)"
솔약국,"서울특별시 성북구 돌곶이로40길 46, 상가1동 5호 (장위동, 꿈의숲 아이파크)"
지니약국,"서울특별시 송파구 올림픽로 305, 잠실역8호선 지하1층 107, 108호 (신천동)"
플러스약국,"서울특별시 마포구 월드컵로 240, 홈플러스 월드컵점 2층 X11, YW호 (성산동)"
스타약국,"서울특별시 구로구 경인로 572, 스타팰리스 105호 (구로동)"
교보약국,"서울특별시 관악구 남부순환로 1827, 1층 (봉천동)"
송파제일약국,"서울특별시 송파구 동남로 217, 동희빌딩 1층 (가락동)"
참약국,"서울특별시 마포구 와우산로 149, 1층 (서교동)"
햇살약국,"서울특별시 강동구 동남로71길 32, 환타지아 103호 (명일동)"
신흥약국,"서울특별시 노원구 공릉로 323, 1층 (하계동)"
새싹약국,"서울특별시 강남구 학동로 121, 지하1층 일부호 (논현동)"
마음약국,"서울특별시 노원구 동일로 1417, 1층 (상계동)"
하나약국,"서울특별시 중구 무교로 32, 4층 (무교동, 효령빌딩)"
고향약국,"서울특별시 중구 남대문로 22, (남대문로3가)"
호호약국,"서울특별시 은평구 서오릉로 139, (역촌동)"
테헤란건강약국,"서울특별시 강남구 선릉로86길 17, 102호 (대치동, 선릉 MT 빌딩)"
백세약국,"서울특별시 노원구 동일로 1002, 101호 (공릉동)"
하나약국,"서울특별시 강남구 압구정로 224, 208호 (신사동)"
후문약국,"서울특별시 구로구 가마산로 222, (구로동)"
연세현약국,"서울특별시 노원구 한글비석로 436-1, 1층 (상계동)"
갤러리아온누리약국,"서울특별시 강남구 선릉로 843, 107호 (신사동)"
한사랑약국,"서울특별시 구로구 신도림로 7, 금강리빙스텔 123호 (신도림동)"
서울온누리약국,"서울특별시 강동구 천중로43길 34, 신운빌딩 101호 (천호동)"
큰솔약국,"서울특별시 은평구 연서로 12, 청암빌딩 1층 (역촌동)"
유네스코약국,"서울특별시 중구 명동길 26, 유네스코회관 402호 (명동2가)"
