name,address,drug
라온약국,"서울특별시 강남구 강남대로 318 1층 (역삼동, TOWER837)",비판텐
라임약국,"서울특별시 강서구 강서로13길 3 (화곡동, 동진빌딩)",비판텐
라임약국,"서울특별시 광진구 아차산로 375 ,107호(구의동,크레신타워3차)",비판텐
라임약국,"서울특별시 노원구 노해로 485 101호 (상계동, 금정빌딩)",비판텐
라파약국,서울특별시 동작구 상도로 348 1층,비판텐
래미안나나약국,"서울특별시 구로구 디지털로31길 86 (구로동, 삼성래미안아파트)",비판텐
래미안스타약국,"서울특별시 용산구 한강대로 95 지하2층 RB208호 (한강로2가, 래미안용산)",비판텐
래미안온누리약국,"서울특별시 영등포구 당산로 214 (당산동5가,삼성래미안4차아파트 상가 109-1)",비판텐
럭키약국,"서울특별시 영등포구 여의대로 128 (여의도동, LG트윈타워)",비판텐
레몬약국,"서울특별시 광진구 아차산로 478 4층 (구의동, 그레이스빌딩)",비판텐
레아약국,"서울특별시 금천구 가산디지털1로 131 117-1호 (가산동, BYC하이시티)",비판텐
레이첼약국,"서울특별시 강남구 강남대로 470, 5층 502호 (역삼동, 808타워)",비판텐
로뎀약국,서울특별시 관악구 난곡로 349 1층 102호 (신림동),비판텐
루비약국,서울특별시 강남구 논현로 823 (신사동) 루비약국,비판텐
르씨엘약국,"서울특별시 강남구 학동로 213 ,1층,101호(논현동, 씨엘타워)",비판텐
리더스약국,"서울특별시 금천구 벚꽃로 286 지하1층131호 (가산동, 리더스타워)",비판텐
리드팜힘찬약국,서울특별시 관악구 은천로 109 1층 (봉천동),비판텐
마곡메디칼약국,"서울특별시 강서구 마곡중앙5로 81 107, 108호 (마곡동, 에스비타운)",비판텐
마더스약국,서울특별시 관악구 난곡로 226 (신림동),비판텐
마들소망약국,"서울특별시 노원구 동일로 1530 105호 (상계동, 다모아빌딩)",비판텐
마음약국,서울특별시 영등포구 선유로 59 (문래동6가),비판텐
마장백화점약국,서울특별시 동대문구 고산자로 410 1층 (용두동),비판텐
마천푸른솔약국,서울특별시 송파구 거마로 60 1층 (마천동),비판텐
마트온누리약국,"서울특별시 양천구 오목로 299 지하101호 (목동, 목동트라팰리스 웨스턴에비뉴)",비판텐
마포보건약국,서울특별시 마포구 월드컵로 204 이안상암 105호,비판텐
마포웰츠약국,"서울특별시 마포구 백범로 202 201호 (신공덕동, 마포KCC웰츠타워)",비판텐
만남온누리약국,서울특별시 강북구 삼양로 675 (우이동),비판텐
맑은샘약국,서울특별시 동작구 장승배기로 110 (노량진동),비판텐
맑은샘약국,"서울특별시 송파구 동남로 236 2층(가락동, 영빌딩)",비판텐
맑은약국,"서울특별시 영등포구 당산로 42 (문래동3가,삼성홈플러스빌딩 지하1층)",비판텐
맑은온누리약국,"서울특별시 송파구 새말로 125 (문정동, 어은회관) 107호",비판텐
맑은하늘약국,"서울특별시 강남구 개포로 265 (개포동, 메디시스빌딩) 101호 맑은하늘약국",비판텐
맘스케어약국,"서울특별시 마포구 마포대로 201 (아현동, 마포트라팰리스2차)",비판텐
맘온누리약국,"서울특별시 강서구 공항대로 168 117호118호(마곡동, 마곡747)",비판텐
맘이편한약국,서울특별시 관악구 신림로 357 1층 (신림동),비판텐
망원동약국,서울특별시 마포구 망원로 69 1층 (망원동),비판텐
망원온누리약국,"서울특별시 마포구 월드컵로 79 1층 (망원동, 유용빌딩)",비판텐
매일여는약국,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 B1094호 (상암동),비판텐
맨하탄길약국,서울특별시 영등포구 국제금융로6길 33 1층 127호 (여의도동),비판텐
메디슨약국,"서울특별시 도봉구 해등로 255 , 102호",비판텐
메디슨약국,"서울특별시 송파구 송이로 111 (가락동, 청석빌딩 1층)",비판텐
메디신약국,"서울특별시 구로구 목동남로 32 (고척동, 보광빌딩)",비판텐
메디칼서울약국,서울특별시 종로구 대학로9길 6 (명륜4가),비판텐
메디칼약국,서울특별시 성북구 아리랑로 3 (동소문동6가),비판텐
메디칼하나약국,서울특별시 중구 다산로 134 (신당동),비판텐
메디컬성모약국,"서울특별시 마포구 월드컵로 73 ,1층(망원동)",비판텐
메디컬수약국,서울특별시 영등포구 영등포로 81-1 양평동1가,비판텐
메디컬제일약국,"서울특별시 서초구 방배로 225 1층 (방배동, 성은빌딩)",비판텐
메디파워약국,"서울특별시 광진구 뚝섬로 552 (자양동, 삼희빌딩)",비판텐
메디팜 보건약국,서울특별시 서대문구 통일로 435 (홍제동),비판텐
메디팜21세기약국,서울특별시 강서구 화곡로 164 (화곡동),비판텐
메디팜건강약국,서울특별시 도봉구 도봉로 487 1층 (쌍문동),비판텐
메디팜나리약국,"서울특별시 서초구 서운로 207 1층 106호 (서초동, 삼호종합상가)",비판텐
메디팜나은약국,"서울특별시 용산구 한강대로 211 110호 (한강로1가, 대우월드마크용산)",비판텐
메디팜늘봄약국,서울특별시 중구 다산로 223 (신당동),비판텐
메디팜대림약국,"서울특별시 성동구 행당로 87 331호 (행당동, 대림리빙프라자)",비판텐
메디팜대신M약국,서울특별시 송파구 송이로 87 1층 (가락동),비판텐
메디팜대안약국,서울특별시 금천구 시흥대로 352 (독산동),비판텐
메디팜대야약국,서울특별시 강서구 강서로 56 (화곡동),비판텐
메디팜더미소약국,서울특별시 송파구 충민로2길 24 리더스프라자 104호 (장지동),비판텐
메디팜동진약국,서울특별시 구로구 도림로 75 1층 (구로동),비판텐
메디팜무지개약국,서울특별시 강남구 논현로159길 10 1층 일부호 (신사동),비판텐
메디팜미래로약국,서울특별시 용산구 청파로47길 40 (청파동2가),비판텐
메디팜믿음약국,서울특별시 성북구 돌곶이로 45 (석관동),비판텐
메디팜백약국,서울특별시 성북구 오패산로 57 1층 (하월곡동),비판텐
메디팜보문약국,"서울특별시 강남구 삼성로 38 1층 113호 (개포동, 개포빌딩)",비판텐
메디팜보배약국,서울특별시 성동구 아차산로7길 19 (성수동2가),비판텐
메디팜샛별약국,"서울특별시 노원구 동일로 1547 (상계동, 동남빌딩) 1층 102호",비판텐
메디팜석촌약국,"서울특별시 송파구 삼학사로 81 1층 (삼전동, 서울빌딩)",비판텐
메디팜압구정약국,서울특별시 강남구 논현로160길 13 1층 101호 (신사동),비판텐
메디팜정다운약국,"서울특별시 강서구 마곡중앙5로 87 107호 (마곡동, 우성르보아투)",비판텐
메디팜정연약국,"서울특별시 강남구 강남대로 256 103호 (도곡동, 대우양재디오빌)",비판텐
메디팜큰사랑약국,서울특별시 도봉구 도봉로 488 (창동),비판텐
메디팜푸른약국,서울특별시 강서구 강서로 293-1 (내발산동),비판텐
메디팜푸른약국,서울특별시 성동구 무학로 33 104호 (하왕십리동),비판텐
메디팜푸른약국,서울특별시 송파구 동남로 189 (가락동),비판텐
메디팜하나약국,서울특별시 송파구 송파대로 365 (석촌동),비판텐
메타팜약국,"서울특별시 강남구 남부순환로 2941 101호 (대치동, 대치탑프라자)",비판텐
메트로약국,"서울특별시 강남구 언주로30길 13 B동 102호 (도곡동, 대림아크로빌)",비판텐
면목그랜드약국,"서울특별시 중랑구 사가정로 404-6 제지층, 제1층",비판텐
명동온누리약국,"서울특별시 성동구 고산자로 164 107호 (행당동, 행당한신아파트)",비판텐
명동하이약국,"서울특별시 중구 명동9길 23 1층 (을지로2가, 한양빌딩)",비판텐
명문약국,서울특별시 서대문구 연희로36길 10 (연희동) 1층,비판텐
명문온누리약국,서울특별시 동대문구 사가정로 225 1층 (장안동),비판텐
명생약국,서울특별시 송파구 백제고분로41길 31 1층 명생약국,비판텐
명성그린약국,"서울특별시 강동구 구천면로 424 115호 (명일동, 명일메카타운)",비판텐
명성약국,서울특별시 광진구 광나루로 538 (구의동),비판텐
명소약국,"서울특별시 성북구 돌곶이로 28, 1층 (석관동)",비판텐
명수대약국,서울특별시 동작구 서달로 151 (흑석동),비판텐
명옥약국,서울특별시 강남구 압구정로 212 (신사동),비판텐
명일마트종로약국,"서울특별시 강동구 고덕로 276 (명일동, 신세계이마트명일점) 지하1층",비판텐
명진당약국,서울특별시 용산구 청파로 395 (서계동),비판텐
모드니온누리약국,서울특별시 중구 서소문로 116 지하1층 (서소문동),비판텐
모래내약국,서울특별시 서대문구 수색로 34 1층 (남가좌동),비판텐
모범약국,서울특별시 서대문구 증가로 129 (남가좌동),비판텐
모아약국,"서울특별시 서초구 성촌길 34 지하1층 (우면동, (주)삼성전자서울R&D캠퍼스)",비판텐
목동건강약국,서울특별시 양천구 목동로27길 6 1층 (신정동),비판텐
목동벧엘약국,서울특별시 양천구 목동동로 430 (목동),비판텐
목동세계로약국,"서울특별시 양천구 목동동로12길 45 (목동, 삼익아파트 상가)",비판텐
목동온누리약국,"서울특별시 양천구 목동동로 55 101,102호 (신정동, 밀레니엄프라자)",비판텐
목동정문약국,서울특별시 양천구 목동동로 435 (목동),비판텐
목화약국,서울특별시 강남구 양재대로55길 11 1층 (일원동),비판텐
목화약국,서울특별시 강서구 등촌로5길 5 (화곡동) 목화약국,비판텐
무궁화약국,서울특별시 노원구 한글비석로 77 1층 (하계동),비판텐
무궁화약국,서울특별시 중랑구 면목로 303 (면목동),비판텐
무지개약국,서울특별시 광진구 뚝섬로 498-1 (자양동),비판텐
무지개약국,서울특별시 양천구 등촌로 214 (목동),비판텐
무지개온누리약국,서울특별시 노원구 화랑로 325 (월계동),비판텐
문정약국,서울특별시 송파구 동남로4길 25 (문정동),비판텐
문정온누리약국,서울특별시 송파구 송파대로 167 문정역테라타워 지하1층 G132호 (문정동),비판텐
문정우리들약국,서울특별시 송파구 법원로 114 엠스테이트 C-218호 (문정동),비판텐
미래약국,서울특별시 성북구 인촌로 85 (안암동5가),비판텐
미래팜약국,서울특별시 금천구 독산로 290 (독산동),비판텐
미성송파약국,서울특별시 송파구 송파대로 374 (송파동),비판텐
미성온누리약국,"서울특별시 영등포구 도신로29길 28 (영등포동, 영등포푸르지오2단지아파트)",비판텐
미션약국,"서울특별시 노원구 동일로 1533 102호 (상계동, 백산빌딩)",비판텐
미소가득한약국,"서울특별시 마포구 월드컵북로 396 115호 (상암동, 누리꿈스퀘어)",비판텐
미소약국,서울특별시 강서구 양천로 73 108호 (방화동),비판텐
미소약국,서울특별시 노원구 상계로10길 12 1층 (상계동),비판텐
미소약국,서울특별시 성동구 왕십리로 271-1 1층 (행당동),비판텐
미아팜약국,서울특별시 강북구 도봉로 65 1층 (미아동),비판텐
미주약국,"서울특별시 강서구 방화대로48길 40 108호 (방화동, 도시개발공사)",비판텐
미즈약국,서울특별시 강서구 강서로47가길 12 미즈약국,비판텐
미즈정문약국,서울특별시 강서구 강서로 299 1층 (내발산동),비판텐
민트약국,"서울특별시 강남구 강남대로 590 1층 (논현동, 미혜빌딩)",비판텐
민트약국,"서울특별시 구로구 경인로 482 (구로동, 롯데마트구로점)",비판텐
믿음약국,"서울특별시 양천구 목동중앙북로7가길 61 103호 (목동, 리치스케어)",비판텐
바다약국,서울특별시 서대문구 통일로 205-1 1층 (영천동),비판텐
바다약국,서울특별시 영등포구 도신로 215-1 (신길동),비판텐
바로드림약국,"서울특별시 강동구 상일로12길 97 ,101호 (강일동)",비판텐
바로약국,서울특별시 종로구 종로 33 지하1층 137호 (청진동),비판텐
바른메디컬약국,"서울특별시 영등포구 여의대방로 145 1층 (신길동, 세인트빌딩)",비판텐
바른약국,서울특별시 강북구 노해로 95-1 1층 (수유동),비판텐
바른온누리약국,"서울특별시 서초구 방배로 108 (방배동, 휴먼빌딩2 제1층) 바른온누리약국",비판텐
바른온누리약국,"서울특별시 성북구 화랑로 76 112-1호 (하월곡동, 코업스타클래스)",비판텐
바우약국,서울특별시 강북구 삼양로 509 (수유동),비판텐
박애약국,서울특별시 금천구 시흥대로141길 66 (독산동),비판텐
반석온누리약국,"서울특별시 영등포구 영등포로 33 108호 (양평동2가,비즈타워)",비판텐
반포다정약국,서울특별시 서초구 반포대로 287 1동 1층 138호,비판텐
발산그랜드약국,서울특별시 강서구 강서로 380 (등촌동),비판텐
발산에이스약국,"서울특별시 강서구 강서로 360 1층 109호(내발산동, 솔레드림)",비판텐
밝은미소약국,서울특별시 관악구 양녕로 46 1층 107호,비판텐
밝은미소약국,서울특별시 동작구 사당로 215 108호 (사당동),비판텐
밝은약국,"서울특별시 노원구 동일로 1005 1층 (공릉동, 대정빌딩)",비판텐
밝은약국,"서울특별시 서초구 사평대로56길 7 1층 106호 (서초동, 서초한일유앤아이주상복합)",비판텐
밝은약국,서울특별시 중구 다산로 258 1층 102호 (흥인동),비판텐
밝은온누리약국,서울특별시 강남구 압구정로28길 48 1층 (신사동),비판텐
밝은온누리약국,서울특별시 중랑구 동일로 634 (면목동),비판텐
밝은중앙약국,서울특별시 송파구 강동대로 73 (풍납동),비판텐
방배대한약국,"서울특별시 서초구 동작대로 118 107호 (방배동, 방배예다인)",비판텐
방배세명약국,"서울특별시 서초구 동작대로 114 1층 (방배동, (재)원불교 유문빌딩)",비판텐
방배프라자약국,서울특별시 서초구 방배중앙로29길 3 1층 (방배동),비판텐
방약국,서울특별시 중랑구 면목로 260 1층 (면목동),비판텐
방이종로약국,서울특별시 송파구 마천로 29 (방이동),비판텐
방학세계로약국,서울특별시 도봉구 방학로 159 (방학동),비판텐
방학약국,서울특별시 도봉구 도봉로 729 (방학동),비판텐
방화프라자약국,서울특별시 강서구 양천로16길 16 (방화동),비판텐
백경약국,"서울특별시 노원구 동일로217가길 11 1층 (상계동, 대일빌딩)",비판텐
백경약국,서울특별시 용산구 원효로41길 38 (원효로3가),비판텐
백상약국,서울특별시 영등포구 국제금융로6길 30 백상빌딩 1층 103호 (여의도동),비판텐
백세비타민약국,"서울특별시 구로구 디지털로26길 98 101호 (구로동, 디지털탑프라자)",비판텐
백세약국,서울특별시 강동구 구천면로 328 (천호동),비판텐
백세약국,서울특별시 도봉구 도당로15길 12 (방학동),비판텐
백세약국,"서울특별시 중랑구 신내로 82, 109(신내동, 금강빌딩 1층)",비판텐
백약국,"서울특별시 노원구 동일로 1350 105호, 106호 (상계동)",비판텐
백온누리약국,서울특별시 광진구 면목로 174 (중곡동),비판텐
백향목약국,"서울특별시 광진구 광나루로56길 34 ,제1층동 112호",비판텐
백화점약국,서울특별시 강북구 도봉로96길 11 (번동),비판텐
백화점약국,서울특별시 종로구 종로 234-1 (종로5가),비판텐
백화점약국,서울특별시 종로구 종로 234-1,비판텐
번동종로약국,"서울특별시 강북구 오현로34길 23-4 104호 (번동, 현대하니타운)",비판텐
범일약국,서울특별시 영등포구 영중로 54,비판텐
베스트약국,서울특별시 강동구 양재대로 1325 (성내동),비판텐
벼리약국,서울특별시 강서구 허준로 12 (가양동),비판텐
벽산프라자약국,"서울특별시 금천구 금하로 763 213,214호 (시흥동, 벽산중심상가)",비판텐
별장약국,서울특별시 금천구 금하로24길 40 (시흥동),비판텐
보건약국,서울특별시 동작구 장승배기로10길 43 (상도동),비판텐
보광약국,서울특별시 종로구 대학로 93-3 1층 (연건동),비판텐
보라매대학약국,"서울특별시 동작구 보라매로5길 23 101호 (신대방동, 삼성보라매옴니타워)",비판텐
보람약국,서울특별시 성동구 한림말길 50 106호 (옥수동),비판텐
보람약국,서울특별시 종로구 종로 326 (창신동),비판텐
보령약품,서울특별시 종로구 종로31길 8-4,비판텐
보룡약국,서울특별시 양천구 목동중앙북로 3 (목동),비판텐
보리약국,서울특별시 양천구 신월로 338,비판텐
보림약국,서울특별시 성북구 동소문로 15 1층 (동소문동1가),비판텐
보명약국,"서울특별시 서대문구 거북골로 120 206동 2-12호 (남가좌동, 가재울 센트레빌)",비판텐
보명약국,서울특별시 성동구 독서당로 280-7 (금호동4가),비판텐
보생당약국,서울특별시 강동구 천호대로 1015 지하2층 (천호동),비판텐
보현온누리약국,"서울특별시 용산구 신흥로20길 1 (용산동2가, 세명치과)",비판텐
복음약국,"서울특별시 노원구 마들로 31 214호 (월계동, 그랑빌아파트상가)",비판텐
복지약국,서울특별시 동대문구 천호대로 227 (답십리동),비판텐
복지약국,서울특별시 동작구 사당로 194 (사당동),비판텐
봄약국,"서울특별시 강남구 압구정로29길 72-1 A동 109호 (압구정동, 신사시장)",비판텐
봄약국,"서울특별시 강서구 화곡로 347 111호 (화곡동, 그랜드아이파크)",비판텐
봄약국,서울특별시 광진구 뚝섬로 596 1층 (자양동),비판텐
봄약국,"서울특별시 서초구 헌릉로8길 45, 상가동 203호 (내곡동, 서초 포레스타 2단지)",비판텐
봉화신세계약국,"서울특별시 중랑구 신내로 211 130,131호 (신내동, 금강리빙스텔)",비판텐
부광약국,서울특별시 종로구 종로 223-1 (종로5가),비판텐
부부정약국,"서울특별시 영등포구 양평로 64 1층 (당산동6가, 경진빌딩)",비판텐
부산약국,서울특별시 동작구 성대로 68 (상도동),비판텐
부영약국,서울특별시 강서구 강서로56나길 110 (등촌동),비판텐
부용온누리약국,"서울특별시 노원구 덕릉로73길 18 102호 (중계동, 태인빌딩)",비판텐
부자약국,서울특별시 용산구 대사관로30가길 1 1층 (한남동),비판텐
부활약국,"서울특별시 서대문구 통일로 189-1 (영천동, 동성건물)",비판텐
북가좌온누리에약국,서울특별시 서대문구 증가로 241 (북가좌동),비판텐
분홍약국,"서울특별시 용산구 녹사평대로32길 47 , 1층 분홍약국",비판텐
불광온누리약국,서울특별시 은평구 통일로 732 (불광동),비판텐
브라운스톤약국,"서울특별시 서초구 서초대로 334 1층 105호 (서초동, 브라운스톤)",비판텐
비온뒤숲속약국,"서울특별시 마포구 월드컵로 111 104,105호 (망원동, 풍성빌딩)",비판텐
비원약국,서울특별시 강남구 논현로 824 1층 일부호 (신사동),비판텐
비전약국,"서울특별시 강서구 공항대로 627 1층 (염창동, 대신빌딩)",비판텐
비전약국,서울특별시 광진구 동일로18길 73 (자양동),비판텐
비즈메드약국,서울특별시 금천구 시흥대로 214 (시흥동),비판텐
비타민약국,서울특별시 구로구 구로동로 115 청보빌딩 지하1층 (구로동),비판텐
비타민약국,"서울특별시 마포구 백범로 90 , 1층 (대흥동)",비판텐
비타민약국,"서울특별시 서대문구 연세로 36 (창천동, 독수리빌딩)",비판텐
비타민약국,서울특별시 은평구 응암로 162 (응암동),비판텐
비타약국,"서울특별시 강남구 논현로 561, 1층 비타약국(역삼동,언주S타워)",비판텐
뿌리본약국,서울특별시 서초구 남부순환로 2585 신분당선 양재역 지하 1층 25호 (양재동),비판텐
사당13번약국,"서울특별시 서초구 방배천로 5-3 1층 (방배동, 도양빌딩)",비판텐
사당365약국,"서울특별시 관악구 과천대로 955 ,1층(남현동)",비판텐
사당프라자약국,"서울특별시 동작구 사당로 230-1 1층 (사당동, 미래빌딩)",비판텐
사랑손약국,"서울특별시 서초구 서초대로38길 12 103호 (서초동, 마제스타시티타워원)",비판텐
사랑약국,"서울특별시 노원구 노해로 482, 덕영빌딩 4층 (상계동)",비판텐
사랑약국,서울특별시 영등포구 영등포로86길 16 (신길동),비판텐
사랑약국,"서울특별시 중구 청계천로 100 (수표동, 시그니쳐타워) 지하1층 사랑약국",비판텐
사랑약국,"서울특별시 중랑구 망우로 271 (상봉동, 서울중랑우체국)",비판텐
사랑온누리약국,"서울특별시 강남구 삼성로92길 27 , 지층 1호 (삼성동)",비판텐
사랑의약국,"서울특별시 서초구 신반포로 165 2동 1층 1-2호 (잠원동, 반포쇼핑타운)",비판텐
사랑플러스약국,서울특별시 용산구 한강대로 258 (남영동),비판텐
사러가약국,서울특별시 서대문구 연희맛로 23 (연희동),비판텐
산들약국,"서울특별시 강동구 고덕로 131 상가동 115호 (암사동, 롯데캐슬퍼스트)",비판텐
산들약국,서울특별시 도봉구 도당로13길 17 방학동,비판텐
산소망약국,서울특별시 강서구 화곡로63길 133 1층 (등촌동),비판텐
산호약국,"서울특별시 성동구 왕십리로 328-1 1층, 도선동",비판텐
삼기약국,서울특별시 노원구 중계로 120 (중계동),비판텐
삼성엠약국,서울특별시 동대문구 왕산로 247-1 (청량리동),비판텐
삼성일신약국,"서울특별시 강남구 테헤란로 421 (삼성동, 1층 일부)",비판텐
삼원약국,"서울특별시 성북구 종암로 120 (종암동, 금강빌딩)",비판텐
삼원약국,서울특별시 종로구 새문안로 103-1 1층 (신문로1가),비판텐
삼천약국,서울특별시 강북구 삼양로 293 293 (수유동),비판텐
삼호약국,"서울특별시 노원구 마들로 111 207, 208호 (월계동, 나상가)",비판텐
삼화약국,서울특별시 동대문구 왕산로 207 1층 (청량리동),비판텐
삼화온누리약국,서울특별시 강북구 도봉로 196 1층 (미아동),비판텐
상계1번약국,서울특별시 노원구 한글비석로20길 23-1 1층 (중계동),비판텐
상계하나로약국,서울특별시 노원구 한글비석로48길 13 (상계동),비판텐
상도온누리약국,서울특별시 동작구 상도로 297 (상도1동) 1층,비판텐
상도프라자약국,"서울특별시 동작구 상도로 356 1층 (상도동, 교동빌딩)",비판텐
상록약국,"서울특별시 강남구 언주로 508 (역삼동, 상록회관내)",비판텐
상봉태평양약국,"서울특별시 중랑구 면목로 481 (상봉동, 오렌지타워) 101호",비판텐
상봉햇살약국,"서울특별시 중랑구 상봉로 118 4층 (망우동, E-마트 상봉점)",비판텐
상암올리브약국,"서울특별시 마포구 월드컵북로 402 116호 (상암동, KGIT센터)",비판텐
상암월드약국,"서울특별시 마포구 월드컵로 240 2층 (성산동, 홈플러스월드컵점)",비판텐
새고운약국,서울특별시 노원구 동일로 1003 1층 (공릉동),비판텐
새국민약국,서울특별시 성북구 화랑로 91 (하월곡동),비판텐
새난곡약국,서울특별시 관악구 난곡로 210 2층 (신림동),비판텐
새녹십자약국,"서울특별시 구로구 구로중앙로28길 65 구로동, 제 1-4호",비판텐
새누리약국,"서울특별시 양천구 등촌로 32 , 1층 102호 (목동, 태영프라자)",비판텐
새동서약국,서울특별시 종로구 동호로 403 19호 (종로5가),비판텐
새린온누리약국,"서울특별시 동대문구 답십리로 266, 1층 (장안동)",비판텐
새민우약국,"서울특별시 성북구 북악산로 845 203동 (정릉동, 쌍용아파트상가)",비판텐
새보은약국,서울특별시 금천구 독산로 138 (시흥동),비판텐
새봄약국,서울특별시 강남구 압구정로 152 108호 (신사동),비판텐
새봄약국,"서울특별시 강북구 노해로 87 ,1층 새봄약국",비판텐
새봄약국,"서울특별시 노원구 동일로203가길 29 2층 290호 (중계동, 브라운스톤중계)",비판텐
새봄약국,"서울특별시 성동구 왕십리로 410 상가L동 2층 210-1호 (하왕십리동, 센트라스)",비판텐
새봄약국,서울특별시 송파구 풍성로 55 (풍납동),비판텐
새봄약국,서울특별시 영등포구 영중로 66 1층,비판텐
새봉화약국,"서울특별시 중랑구 신내로 211 203-A호 (신내동, 금강리빙스텔)",비판텐
새비타민약국,서울특별시 동작구 성대로 52 지하1층 B06호(상도동),비판텐
새생명약국,"서울특별시 중구 다산로 32 1층 124호 (신당동, 남산타운5상가)",비판텐
새서울DMC약국,"서울특별시 서대문구 수색로 56 ,4층,407호(북가좌동,성공타워1)",비판텐
새서울약국,서울특별시 광진구 자양로 288 (구의동),비판텐
새서울약국,서울특별시 서대문구 통일로 441 (홍제동),비판텐
새서울약국,서울특별시 양천구 공항대로 558 1층 (목동),비판텐
새서울약국,서울특별시 은평구 서오릉로 134 1층 (대조동),비판텐
새성심약국,서울특별시 영등포구 양평로 102 (양평동4가),비판텐
새순보당약국,서울특별시 도봉구 덕릉로 233-5 (창동),비판텐
새실로암약국,서울특별시 강동구 양재대로 1619 1층 3호,비판텐
새싹약국,"서울특별시 강서구 강서로 254 203호 (화곡동, 우장산이편한세상아이파크상가)",비판텐
새싹약국,서울특별시 동작구 장승배기로 34 1층 101호 (상도동),비판텐
새암온누리약국,서울특별시 강북구 도봉로 308 1층 (번동),비판텐
새원약국,서울특별시 중구 명동길 52 (명동2가),비판텐
새조은약국,서울특별시 송파구 송파대로 369 (석촌동),비판텐
새종로약국,"서울특별시 동작구 성대로 5 (상도동, 새종로약국)",비판텐
새종로약국,서울특별시 종로구 종로 199-2 (종로4가),비판텐
새중일약국,"서울특별시 송파구 오금로 300 (가락동, 김해빌딩 1층)",비판텐
새천년약국,"서울특별시 강남구 도곡로 523 (대치동, 대치순복음교회)1층",비판텐
새천년약국,서울특별시 동작구 상도로 69 (대방동),비판텐
새태평양온누리약국,서울특별시 관악구 봉천로 616 (봉천동),비판텐
새튼튼약국,"서울특별시 구로구 경인로 661 2층 211-1호 (신도림동, 신도림1차푸르지오)",비판텐
새푸른약국,서울특별시 관악구 쑥고개로 122 1층 (봉천동),비판텐
새하나약국,"서울특별시 송파구 강동대로 71 1층 (풍납동, 신흥빌딩)",비판텐
새하늘약국,"서울특별시 노원구 동일로 1308 1층 (중계동, 정안프라자)",비판텐
새희망약국,서울특별시 성동구 천호대로 308 2층 (용답동),비판텐
새힘온누리약국,서울특별시 송파구 마천로 137 (오금동),비판텐
샘물약국,서울특별시 노원구 노원로 43 (공릉동),비판텐
샘물온누리약국,서울특별시 중구 퇴계로88길 45 1층 (신당동),비판텐
샘약국,"서울특별시 강남구 테헤란로 322 102호 (역삼동, 한신인터밸리24)",비판텐
샘약국,서울특별시 노원구 한글비석로 271,비판텐
샘터약국,"서울특별시 강남구 일원로 120 101호 (일원동, 샘터마을 현대아파트상가)",비판텐
샛별약국,서울특별시 강남구 남부순환로359길 4 1층 (도곡동),비판텐
샛별약국,서울특별시 강서구 강서로 154 1층 101호 샛별약국,비판텐
생명샘약국,서울특별시 강남구 학동로 433 1층 (청담동),비판텐
생생약국,"서울특별시 강동구 양재대로 1458 ,1층 나호",비판텐
생생온누리약국,서울특별시 강남구 논현로 842 1층 생생온누리약국,비판텐
서대문권약국,서울특별시 종로구 새문안로 15-1 1층,비판텐
서대문약국,서울특별시 서대문구 통일로 177 1층 (옥천동),비판텐
서보약국,서울특별시 서초구 서초대로40길 77 105호 (서초동),비판텐
서부약국,서울특별시 노원구 동일로 1551 101호,비판텐
서생당약국,서울특별시 동대문구 서울시립대로 42 (전농동),비판텐
서안약국,"서울특별시 용산구 효창원로 142 (효창동, 중앙병원)",비판텐
서연약국,"서울특별시 강서구 양천로57길 10-20 (가양동, 이스타빌 1차)",비판텐
서울그랜드약국,서울특별시 송파구 백제고분로 212 (삼전동),비판텐
서울대학약국,서울특별시 영등포구 버드나루로7길 3 105호(영등포동2가),비판텐
서울메디약국,서울특별시 강남구 역삼로 406 104호 (대치동),비판텐
서울메디약국,서울특별시 강서구 공항대로 272 1층 서울메디약국,비판텐
서울솔약국,서울특별시 서대문구 통일로 452 (홍제동),비판텐
서울수약국,서울특별시 중구 만리재로 177 서울역 한라비발디 센트럴 단지내상가 9호,비판텐
서울시니어스약국,"서울특별시 중구 다산로 72 1층 (신당동, 서울시니어스타워)",비판텐
서울약국,서울특별시 강남구 밤고개로34길 4 12호 (세곡동),비판텐
서울약국,서울특별시 송파구 송이로31길 4 1층 (문정동),비판텐
서울온누리약국,서울특별시 강남구 역삼로77길 23 (대치동),비판텐
서울왕약국,서울특별시 중구 남대문로 22 (남대문로3가),비판텐
서울중앙약국,서울특별시 용산구 청파로 378 1층 (동자동),비판텐
서진약국,서울특별시 도봉구 마들로 686 103호 (도봉동),비판텐
서진약국,서울특별시 영등포구 대림로 245 (대림동),비판텐
서초내곡약국,"서울특별시 서초구 청계산로 189 1층 105호 (신원동, 내곡드림시티 Ⅱ)",비판텐
서초늘봄약국,"서울특별시 서초구 서초대로38길 12 지하2층 (서초동, 마제스타시티,힐스테이트서리풀)",비판텐
서초늘푸른약국,"서울특별시 서초구 잠원로8길 25 117호 (잠원동, 대림아파트상가 )",비판텐
서초당약국,"서울특별시 서초구 서초중앙로 107 (서초동, 삼화빌딩)",비판텐
서초메이플약국,"서울특별시 서초구 남부순환로347길 101 1층 (서초동, 조이빌딩)",비판텐
서초백화점약국,"서울특별시 서초구 효령로 279 1층 (서초동, 상경빌딩)",비판텐
